Marca temporal,Nombre del observador,Sector en el que realizo la observación,Turno,Personal al que observo,Momento que observa,Accion que realizo,Momento que observa2 ,Acción que realizo2 
24/11/2025 12:30:02,Magali Portuguez ,4to piso,Mañana,Tec. Hemoterapia,Antes de tocar al paciente,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
24/11/2025 12:31:06,Magali Portuguez ,4to piso,Mañana,Imagenes (ecografista y RX),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
24/11/2025 12:31:47,Magali Portuguez ,4to piso,Mañana,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
24/11/2025 12:34:18,Magali Portuguez ,4to piso,Mañana,Kinesiologo,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
24/11/2025 12:35:05,Magali Portuguez ,4to piso,Mañana,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
24/11/2025 12:36:04,Magali Portuguez ,4to piso,Mañana,Tec.Laboratorio,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
24/11/2025 12:36:59,Magali Portuguez ,4to piso,Mañana,Residente de Clinica,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
24/11/2025 12:38:07,Magali Portuguez ,4to piso,Mañana,Nutricionista,Despues de tocar entorno,Higiene con solución alcoholica,,
24/11/2025 12:39:59,Magali Portuguez ,4to piso,Mañana,Aux. de alimentación,Antes de tocar al paciente,Ninguna,Despues de tocar entorno.,Ninguna
24/11/2025 12:41:22,Magali Portuguez ,4to piso,Mañana,Medico Cirujano (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
24/11/2025 12:42:58,Magali Portuguez ,4to piso,Mañana,Tec. Hemodialisis,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
24/11/2025 12:43:30,Magali Portuguez ,4to piso,Mañana,Camillero,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
24/11/2025 12:47:04,Magali Portuguez ,4to piso,Mañana,Enfermeria,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
24/11/2025 12:56:58,Magali Portuguez ,4to piso,Mañana,Tec.Laboratorio,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
25/11/2025 23:09:04,Magali Portuguez ,4to piso,Mañana,Medico Urologo (Staff y Residente),Antes de realizar técnica Aseptica,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
25/11/2025 23:09:44,Magali Portuguez ,4to piso,Mañana,Medico Traumatologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Antes de rrealizar técnica Aseptica.,Ninguna
25/11/2025 23:10:22,Magali Portuguez ,4to piso,Mañana,Residente de Clinica,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
25/11/2025 23:11:26,Magali Portuguez ,4to piso,Mañana,Tec.Laboratorio,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Ninguna
25/11/2025 23:12:07,Magali Portuguez ,4to piso,Mañana,Tec. Hemodialisis,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
25/11/2025 23:13:15,Magali Portuguez ,4to piso,Mañana,Mucama,Despues de tocar entorno,Higiene con solución alcoholica,,
25/11/2025 23:13:44,Magali Portuguez ,4to piso,Mañana,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
25/11/2025 23:14:25,Magali Portuguez ,4to piso,Mañana,Kinesiologo,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
25/11/2025 23:15:07,Magali Portuguez ,4to piso,Mañana,Enfermeria,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
25/11/2025 23:17:17,Magali Portuguez ,4to piso,Mañana,Camillero,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
26/11/2025 12:50:59,mamani giovana,GUARDIA,Noche A,Camillero,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia),Despues de tocar entorno.,Higiene con solución alcoholica
26/11/2025 12:45:54,mamani giovanna,GUARDIA,Noche A,Medico Clinico,Despues de tocar al paciente,Ninguna,Despues de tocar entorno.,Ninguna
26/11/2025 12:50:27,mamani giovanna,GUARDIA,Noche A,Enfermeria,Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
26/11/2025 12:52:11,mamani giovanna,GUARDIA,Noche A,Enfermeria,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia),Antes de tocar al paciente,Higiene con solución alcoholica
26/11/2025 13:13:26,mamani giovanna,GUARDIA,Noche A,Enfermeria,Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
26/11/2025 13:14:24,mamani giovanna,GUARDIA,Noche A,Medico Cirujano (Staff y Residente),Despues de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
26/11/2025 13:16:48,mamani giovanna,GUARDIA,Noche A,Enfermeria,Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),Despues de tocar entorno.,Higiene con solución alcoholica
26/11/2025 17:00:50,mamani giovanna,GUARDIA,Noche A,Camillero,Despues de tocar entorno,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 6:35:46,Mamani Giovanna,GUARDIA,Noche A,Enfermeria,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia),Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
8/12/2025 22:09:29,Mamani Giovanna,GUARDIA,Noche A,Residente de Clinica,Despues de tocar al paciente,Ninguna,Despues de tocar entorno.,Ninguna
8/12/2025 22:11:17,Mamani Giovanna,GUARDIA,Noche A,Enfermeria,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
14/11/2025 11:52:49,Mamani Giovanna ,GUARDIA,Noche A,Aux. de alimentación,Despues de tocar entorno,Ninguna,Despues de tocar entorno.,Ninguna
1/12/2025 9:46:57,Mamani Giovanna ,GUARDIA,Noche A,Medico Urologo (Staff y Residente),Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
1/12/2025 9:47:52,Mamani Giovanna ,GUARDIA,Noche A,Tec. Hemoterapia,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
1/12/2025 9:48:13,Mamani Giovanna ,GUARDIA,Noche A,Medico Traumatologo (Staff y Residente),Despues de tocar entorno,Ninguna,Despues de tocar al paciente,Ninguna
1/12/2025 9:49:20,Mamani Giovanna ,GUARDIA,Noche A,Enfermeria,Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),Despues de tocar entorno.,Lavado con agua y jabón (solo en guardia)
4/12/2025 6:30:09,Mamani Giovanna ,GUARDIA,Noche A,Imagenes (ecografista y RX),Despues de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
4/12/2025 6:30:44,Mamani Giovanna ,GUARDIA,Noche A,Enfermeria,Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
4/12/2025 6:31:25,Mamani Giovanna ,GUARDIA,Noche A,Medico Clinico,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Ninguna
4/12/2025 6:32:15,Mamani Giovanna ,GUARDIA,Noche A,Camillero,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia),Despues de tocar entorno.,Lavado con agua y jabón (solo en guardia)
4/12/2025 6:34:17,Mamani Giovanna ,UTI ADULTO,Noche A,Enfermeria,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia),Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
4/12/2025 6:37:53,Mamani Giovanna ,GUARDIA,Noche A,Medico Clinico,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Ninguna
4/12/2025 6:43:54,Mamani Giovanna ,GUARDIA,Noche A,Enfermeria,Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
8/12/2025 22:08:43,Mamani Giovanna ,GUARDIA,Noche A,Residente de Clinica,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia),Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
8/12/2025 22:09:05,Mamani Giovanna ,GUARDIA,Noche A,Medico Traumatologo (Staff y Residente),Despues de tocar al paciente,Ninguna,Despues de tocar entorno.,Ninguna
8/12/2025 22:09:51,Mamani Giovanna ,GUARDIA,Noche A,Enfermeria,Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
8/12/2025 22:10:33,Mamani Giovanna ,GUARDIA,Noche A,Camillero,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia),Despues de tocar entorno.,Lavado con agua y jabón (solo en guardia)
8/12/2025 22:12:32,Mamani Giovanna ,GUARDIA,Noche A,Imagenes (ecografista y RX),Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Ninguna
8/12/2025 22:13:50,Mamani Giovanna ,GUARDIA,Noche A,Enfermeria,Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
8/12/2025 22:15:56,Mamani Giovanna ,GUARDIA,Noche A,Medico Clinico,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia),Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
8/12/2025 22:17:41,Mamani Giovanna ,GUARDIA,Noche A,Medico Clinico,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar al paciente,Ninguna
8/12/2025 22:18:50,Mamani Giovanna ,GUARDIA,Noche A,Enfermeria,Despues de tocar entorno,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/12/2025 22:19:41,Mamani Giovanna ,GUARDIA,Noche A,Medico Traumatologo (Staff y Residente),Despues de tocar al paciente,Ninguna,Despues de tocar entorno.,Ninguna
9/12/2025 6:33:18,Mamani Giovanna ,GUARDIA,Noche A,Medico Clinico,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
9/12/2025 6:33:54,Mamani Giovanna ,GUARDIA,Noche A,Enfermeria,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia),Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
9/12/2025 6:34:46,Mamani Giovanna ,GUARDIA,Noche A,Enfermeria,Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),Despues de tocar entorno.,Higiene con solución alcoholica
9/12/2025 6:36:22,Mamani Giovanna ,GUARDIA,Noche A,Residente de Clinica,Despues de tocar al paciente,Ninguna,Despues de tocar entorno.,Ninguna
9/12/2025 7:51:30,Mamani Giovanna ,GUARDIA,Noche A,Enfermeria,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia),Despues de tocar entorno.,Higiene con solución alcoholica
9/12/2025 7:51:51,Mamani Giovanna ,GUARDIA,Noche A,Enfermeria,Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
9/12/2025 7:54:03,Mamani Giovanna ,GUARDIA,Noche A,Medico Clinico,Despues de tocar entorno,Ninguna,Despues de tocar entorno.,Ninguna
9/12/2025 7:56:10,Mamani Giovanna ,GUARDIA,Noche A,Medico Clinico,Despues de tocar al paciente,Ninguna,Despues de tocar entorno.,Higiene con solución alcoholica
9/12/2025 7:56:29,Mamani Giovanna ,GUARDIA,Noche A,Camillero,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia),Despues de tocar entorno.,Lavado con agua y jabón (solo en guardia)
9/12/2025 7:56:49,Mamani Giovanna ,GUARDIA,Noche A,Camillero,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia),Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
9/12/2025 7:57:44,Mamani Giovanna ,GUARDIA,Noche A,Enfermeria,Despues de tocar entorno,Higiene con solución alcoholica,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
31/10/2025 11:17:45,Mancilla Rosalía ,6to piso,Mañana,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
31/10/2025 11:35:34,Mancilla Rosalía ,6to piso,Mañana,Medico Infectologo (Staff y Residente),Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
4/11/2025 9:11:11,Mancilla Rosalía ,6to piso,Mañana,Mucama,Despues de tocar entorno,Lavado con agua y jabón (solo en guardia),,
25/11/2025 9:59:27,Mancilla Rosalía ,6to piso,Mañana,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
16/11/2025 6:11:42,María Eugenia ,UTI ADULTO,SADOFE NOCHE,Tec.Laboratorio,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
3/11/2025 23:54:59,Maria Eugenia Ontiveros ,UTI ADULTO,Noche B,Aux. de alimentación,Despues de tocar entorno,Ninguna,,
3/11/2025 23:55:56,Maria Eugenia Ontiveros ,UTI ADULTO,Noche B,Nutricionista,Despues de tocar entorno,Higiene con solución alcoholica,,
3/11/2025 23:57:50,Maria Eugenia Ontiveros ,UTI ADULTO,Noche B,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
3/11/2025 23:58:38,Maria Eugenia Ontiveros ,UTI ADULTO,Noche B,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
3/11/2025 23:59:45,Maria Eugenia Ontiveros ,UTI ADULTO,Noche B,Medico Urologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
4/11/2025 0:00:38,Maria Eugenia Ontiveros ,UTI ADULTO,Noche B,Tec. Hemoterapia,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
4/11/2025 0:01:27,Maria Eugenia Ontiveros ,UTI ADULTO,Noche B,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/11/2025 5:38:58,Maria Eugenia Ontiveros ,UTI ADULTO,Noche B,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/11/2025 5:39:51,Maria Eugenia Ontiveros ,UTI ADULTO,Noche B,Nutricionista,Antes de tocar al paciente,Higiene con solución alcoholica,,
8/11/2025 5:41:06,Maria Eugenia Ontiveros ,UTI ADULTO,Noche B,Mucama,Despues de tocar entorno,Ninguna,,
8/11/2025 5:42:09,Maria Eugenia Ontiveros ,UTI ADULTO,Noche B,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
8/11/2025 5:43:00,Maria Eugenia Ontiveros ,UTI ADULTO,Noche B,Imagenes (ecografista y RX),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
9/11/2025 23:47:14,Maria Eugenia Ontiveros ,UTI ADULTO,SADOFE NOCHE,Medico de UTI adultos,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
9/11/2025 23:48:09,Maria Eugenia Ontiveros ,UTI ADULTO,SADOFE NOCHE,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
10/11/2025 0:12:57,Maria Eugenia Ontiveros ,UTI ADULTO,SADOFE NOCHE,Medico Cirujano (Staff y Residente),Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 2:06:29,Maria Eugenia Ontiveros ,UTI ADULTO,Noche B,Imagenes (ecografista y RX),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
4/12/2025 2:07:07,Maria Eugenia Ontiveros ,UTI ADULTO,Noche B,Residente de Clinica,Antes de tocar al paciente,Lavado con agua y jabón (solo en guardia),Antes de rrealizar técnica Aseptica.,Lavado con agua y jabón (solo en guardia)
4/12/2025 2:07:52,Maria Eugenia Ontiveros ,UTI ADULTO,Noche B,Medico de UTI adultos,Antes de tocar al paciente,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Lavado con agua y jabón (solo en guardia)
4/12/2025 2:09:04,Maria Eugenia Ontiveros ,UTI ADULTO,Noche B,Kinesiologo,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Lavado con agua y jabón (solo en guardia)
4/12/2025 2:09:29,Maria Eugenia Ontiveros ,UTI ADULTO,Noche B,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
4/12/2025 2:10:02,Maria Eugenia Ontiveros ,UTI ADULTO,Noche B,Tec.Laboratorio,Antes de tocar al paciente,Ninguna,Despues de tocar fluidos,Ninguna
4/12/2025 2:11:24,Maria Eugenia Ontiveros ,UTI ADULTO,Noche B,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 2:11:56,Maria Eugenia Ontiveros ,UTI ADULTO,Noche B,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
4/12/2025 6:34:05,Maria Eugenia Ontiveros ,UTI ADULTO,Noche B,Tec.Laboratorio,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
4/12/2025 6:34:41,Maria Eugenia Ontiveros ,UTI ADULTO,Noche B,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 6:35:37,Maria Eugenia Ontiveros ,UTI ADULTO,Noche B,Medico de UTI adultos,Antes de tocar al paciente,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Lavado con agua y jabón (solo en guardia)
8/11/2025 5:38:16,María Eugenia Ontiveros ,UTI ADULTO,Noche B,Medico de UTI adultos,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
9/11/2025 23:46:26,María Eugenia Ontiveros ,UTI ADULTO,SADOFE NOCHE,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
14/11/2025 5:26:52,María Eugenia Ontiveros ,UTI ADULTO,Noche B,Enfermeria,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
14/11/2025 5:27:58,María Eugenia Ontiveros ,UTI ADULTO,Noche B,Medico de UTI adultos,Despues de tocar entorno,Ninguna,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
14/11/2025 5:28:36,María Eugenia Ontiveros ,UTI ADULTO,Noche B,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
14/11/2025 5:30:01,María Eugenia Ontiveros ,UTI ADULTO,Noche B,Mucama,Despues de tocar al paciente,Ninguna,,
14/11/2025 5:31:39,María Eugenia Ontiveros ,UTI ADULTO,Noche B,Mucama,Despues de tocar entorno,Higiene con solución alcoholica,,
14/11/2025 6:28:56,María Eugenia Ontiveros ,UTI ADULTO,Noche B,Tec.Laboratorio,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
14/11/2025 6:29:41,María Eugenia Ontiveros ,UTI ADULTO,Noche B,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
14/11/2025 6:31:06,María Eugenia Ontiveros ,UTI ADULTO,Noche B,Nutricionista,Antes de tocar al paciente,Higiene con solución alcoholica,,
14/11/2025 6:31:43,María Eugenia Ontiveros ,UTI ADULTO,Noche B,Aux. de alimentación,Despues de tocar entorno,Ninguna,,
16/11/2025 1:02:13,María Eugenia Ontiveros ,UTI ADULTO,SADOFE NOCHE,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
16/11/2025 1:08:45,María Eugenia Ontiveros ,UTI ADULTO,SADOFE NOCHE,Medico de UTI adultos,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
16/11/2025 1:09:26,María Eugenia Ontiveros ,UTI ADULTO,SADOFE NOCHE,Enfermeria,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
16/11/2025 1:10:12,María Eugenia Ontiveros ,UTI ADULTO,SADOFE NOCHE,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
16/11/2025 1:11:04,María Eugenia Ontiveros ,UTI ADULTO,SADOFE NOCHE,Enfermeria,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
16/11/2025 6:09:30,María Eugenia Ontiveros ,UTI ADULTO,SADOFE NOCHE,Tec.Laboratorio,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
25/11/2025 20:17:55,María Eugenia Ontiveros ,UTI ADULTO,Noche B,Medico de UTI adultos,Despues de tocar entorno,Higiene con solución alcoholica,,
25/11/2025 21:19:27,María Eugenia Ontiveros ,UTI ADULTO,Noche B,Imagenes (ecografista y RX),Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Ninguna
25/11/2025 21:21:35,María Eugenia Ontiveros ,UTI ADULTO,Noche B,Enfermeria,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
26/11/2025 5:52:56,María Eugenia Ontiveros ,UTI ADULTO,Noche B,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Ninguna
26/11/2025 5:53:24,María Eugenia Ontiveros ,UTI ADULTO,Noche B,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
26/11/2025 5:54:35,María Eugenia Ontiveros ,UTI ADULTO,Noche B,Mucama,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
26/11/2025 6:19:26,María Eugenia Ontiveros ,UTI ADULTO,Noche B,Tec.Laboratorio,Antes de tocar al paciente,Ninguna,Despues de tocar fluidos,Higiene con solución alcoholica
26/11/2025 6:20:20,María Eugenia Ontiveros ,UTI ADULTO,Noche B,Tec.Laboratorio,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
30/11/2025 21:59:43,Matías ,UTI ADULTO,Mañana,Residente de Clinica,Después de tocar fluidos,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
11/12/2025 8:14:04,Matías Cordoba,UTI ADULTO,Mañana,Medico Cirujano (Staff y Residente),Después de tocar fluidos,Higiene con solución alcoholica,Antes de tocar al paciente,Ninguna
26/11/2025 9:23:31,Matias Cordoba ,UTI ADULTO,Mañana,Enfermeria,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
26/11/2025 9:25:33,Matias Cordoba ,UTI ADULTO,Mañana,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
30/11/2025 21:56:10,Matias Cordoba ,UTI ADULTO,Mañana,Residente de Clinica,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Antes de tocar al paciente,Ninguna
10/12/2025 20:44:15,Matias Cordoba ,UTI ADULTO,Mañana,Enfermeria,Después de tocar fluidos,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
10/12/2025 20:44:50,Matias Cordoba ,UTI ADULTO,Mañana,Enfermeria,Después de tocar fluidos,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
10/12/2025 21:24:55,Matias Cordoba ,UTI ADULTO,Mañana,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
11/12/2025 8:11:22,Matias Cordoba ,UTI ADULTO,Mañana,Medico Traumatologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
11/12/2025 8:12:13,Matias Cordoba ,UTI ADULTO,Mañana,Medico Traumatologo (Staff y Residente),Despues de tocar al paciente,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
26/11/2025 9:23:06,Matias Córdoba ,UTI ADULTO,Mañana,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
26/11/2025 9:24:29,Matias Córdoba ,UTI ADULTO,Mañana,Enfermeria,Despues de tocar al paciente,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
26/11/2025 9:23:50,Matías Cordoba ,UTI ADULTO,Mañana,Enfermeria,Despues de tocar al paciente,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
26/11/2025 9:24:08,Matías Cordoba ,UTI ADULTO,Mañana,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
26/11/2025 9:24:50,Matías Cordoba ,UTI ADULTO,Mañana,Enfermeria,Despues de tocar al paciente,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
26/11/2025 9:25:10,Matías Cordoba ,UTI ADULTO,Mañana,Enfermeria,Despues de tocar al paciente,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
26/11/2025 9:25:54,Matías Cordoba ,UTI ADULTO,Mañana,Enfermeria,Antes de tocar al paciente,Ninguna,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
26/11/2025 9:26:12,Matías Cordoba ,UTI ADULTO,Mañana,Enfermeria,Después de tocar fluidos,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
26/11/2025 9:26:39,Matías Cordoba ,UTI ADULTO,Mañana,Enfermeria,Despues de tocar al paciente,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
30/11/2025 21:56:35,Matías Cordoba ,UTI ADULTO,Mañana,Residente de Clinica,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
30/11/2025 21:57:11,Matías Cordoba ,UTI ADULTO,Mañana,Residente de Clinica,Despues de tocar al paciente,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
30/11/2025 21:57:44,Matías Cordoba ,UTI ADULTO,Mañana,Residente de Clinica,Despues de tocar entorno,Higiene con solución alcoholica,Antes de tocar al paciente,Ninguna
